song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
0wbnC9AUenxp613TYaJsGK,255379,7,0,4,0.014600,0.936,0.58800,0.0000000,0.1390,-6.948,0.1360,0.2380,124.987
5p7ujcrUXASCNwRaWNHR1C,201661,6,1,4,0.297000,0.752,0.48800,0.0000091,0.0936,-7.050,0.0705,0.5330,136.041
2hl6q70unbviGo3g1R7uFx,173720,0,1,4,0.032800,0.726,0.88900,0.0000000,0.0925,-3.655,0.0429,0.6490,96.024
33471tzU1VghDg9zNgGRpz,166573,11,1,4,0.152000,0.758,0.86700,0.0000000,0.3080,-5.087,0.0475,0.9640,102.018
0pqnGHJpmpxLKifKRmU6WP,204347,10,0,4,0.062200,0.776,0.78000,0.0000000,0.0810,-4.374,0.1280,0.6660,124.949
1MKZaAEx8RrzoQjHhVuvgs,236987,6,1,4,0.027300,0.538,0.60000,0.0000000,0.1470,-5.463,0.0489,0.2600,81.888
1vNoA9F5ASnlBISFekDmg3,254805,2,0,4,0.007560,0.448,0.82600,0.0000000,0.1170,-3.244,0.0319,0.1900,77.093
79LAFAkR1ATb4iIQvZuCL0,221801,8,1,4,0.174000,0.582,0.72800,0.0000000,0.1390,-6.151,0.0292,0.5370,150.013
47M0FI03QiAuajGEx5h1Pe,210077,1,1,4,0.016500,0.707,0.52100,0.0000000,0.1450,-12.750,0.0476,0.3010,150.085
4T3fNx3CgwDRRYgmFCbD4J,229413,0,0,4,0.098400,0.442,0.58500,0.3910000,0.1400,-10.332,0.0964,0.1160,97.565
3IPkbTA8KkdDXyWtGkfFXa,182693,7,1,4,0.044100,0.489,0.90000,0.0000000,0.2470,-3.563,0.0488,0.6110,200.054
44KKhCyI0BGS6LvVyDqJtH,181714,11,1,4,0.022000,0.932,0.50600,0.0000000,0.0933,-7.755,0.1610,0.6960,139.974
53yTYusPQJ1AApL1hi0Dnc,216093,9,1,4,0.185000,0.472,0.88400,0.0000000,0.1780,-2.306,0.0584,0.7180,159.960
4BdGO1CaObRD4La9l5Zanz,243147,6,0,4,0.117000,0.638,0.73800,0.0003840,0.6890,-4.976,0.0292,0.6570,97.021
1eFrhAmzoQnTlwvnqvLt7D,241147,7,1,4,0.257000,0.496,0.63200,0.0000011,0.1090,-4.933,0.0282,0.2780,156.034
2Kpc6hdJqHCG2tt0JW9pyl,178987,4,0,4,0.002450,0.544,0.85400,0.0000012,0.2490,-4.968,0.0289,0.4360,91.966
07FkzikE6FuHIa8Ma7zJGc,209213,5,1,4,0.161000,0.753,0.66000,0.0000000,0.2360,-6.542,0.1330,0.1820,95.003
3KkXRkHbMCARz0aVfEt68P,158040,2,1,4,0.556000,0.760,0.47900,0.0000000,0.0703,-5.574,0.0466,0.9130,89.911
2A69wys3S9uiPSmn6UZWJn,184080,6,1,4,0.593000,0.725,0.43700,0.0000000,0.0842,-9.602,0.0575,0.7590,83.985
32lItqlMi4LBhb4k0BaSaC,227533,4,1,4,0.627000,0.670,0.65400,0.0000010,0.0710,-5.944,0.1530,0.4380,180.024
1G4cdOtF36ZCs6i2dZoC87,211768,2,1,4,0.199000,0.499,0.79700,0.0000000,0.0933,-3.770,0.0554,0.4080,176.024
3U21A07gAloCc4P7J8rxcn,145507,11,0,4,0.123000,0.925,0.31000,0.0000000,0.0931,-6.531,0.2910,0.2910,121.927
5c0Vl3yklw5WX9YI36dPLd,219552,4,0,4,0.028800,0.803,0.64800,0.0000000,0.0904,-9.185,0.1980,0.5380,131.925
0bYg9bo50gSsH3LtXe2SQn,241107,7,1,4,0.164000,0.335,0.62500,0.0000000,0.0708,-7.462,0.0386,0.3460,150.277
4Vxu50qVrQcycjRyJQaZLC,190227,7,1,4,0.105000,0.687,0.84200,0.0000000,0.0436,-4.382,0.0580,0.7780,87.968
1jo3TwNGCXfNdB5uba3ZVv,253580,0,0,4,0.098900,0.892,0.65100,0.0000000,0.3710,-8.645,0.3780,0.5990,105.814
0OgGn1ofaj55l2PcihQQGV,190472,11,0,4,0.493000,0.763,0.57200,0.0011800,0.1060,-7.312,0.0595,0.2500,151.930
3GJ4hzg4lrGwU51Y3VARbF,213387,1,1,4,0.356000,0.616,0.43800,0.0000000,0.2400,-5.968,0.0298,0.3860,135.929
7lAK3oHbfEnvUQWosrMMpR,150043,0,1,4,0.283000,0.785,0.55400,0.0000034,0.1160,-6.571,0.0409,0.1440,128.047
7uVkYr8gxcPEgqohvynpdN,199436,1,1,4,0.456000,0.510,0.38600,0.0000000,0.2520,-8.391,0.0307,0.2660,86.360
5cF0dROlMOK5uNZtivgu50,208787,3,0,4,0.109000,0.775,0.61300,0.0000233,0.1340,-4.586,0.0542,0.7970,100.066
06gD2ZtK3Dzc1BYqWExQJJ,180907,8,1,4,0.133000,0.607,0.57500,0.0000025,0.0566,-7.066,0.0252,0.5040,78.341
2GGMabyHXnJmjY6CXhhB2e,183527,8,0,4,0.005340,0.950,0.59000,0.0000000,0.1100,-6.508,0.2900,0.2190,130.003
2oPCR02nduYVpj7CTfsA0d,212067,9,1,4,0.018300,0.455,0.89700,0.0000000,0.1740,-4.879,0.0403,0.7280,160.139
14mHfNsSHN0FbLftyjrV9g,195637,7,1,4,0.107000,0.792,0.74300,0.0000000,0.1830,-2.806,0.0851,0.7420,150.024
7wBJfHzpfI3032CSD7CE2m,270715,8,1,4,0.009470,0.487,0.78900,0.0000041,0.1890,-3.690,0.0440,0.0564,150.007
3ZPKocroJIcnHGcnJVlLKD,238627,8,1,4,0.205000,0.534,0.78400,0.0057900,0.1060,-3.590,0.0339,0.6000,92.147
7rC5Pl8rQSX4myONQHYPBK,205147,4,0,4,0.045600,0.755,0.57500,0.0012400,0.2760,-8.393,0.0678,0.4900,85.987
6V4KHt9xu4TPEnDFoBeacT,159916,1,1,4,0.005290,0.734,0.75100,0.0000000,0.1830,-7.260,0.2850,0.5600,161.997
7fCNUWi6uflDTQ08srxMZk,152862,6,1,4,0.022400,0.827,0.65800,0.0000000,0.0417,-3.846,0.0517,0.5230,115.016
57IRaiAB4hBZu3gnNVZC0v,160000,9,0,4,0.113000,0.658,0.73600,0.0000000,0.0978,-6.097,0.3080,0.8040,143.966
4vaxvNDaLSoD36iZX515ug,187173,10,0,4,0.434000,0.821,0.43400,0.0000000,0.1280,-9.194,0.1180,0.2410,120.012
3e9HZxeyfWwjeyPAMmWSSQ,207320,1,1,4,0.229000,0.717,0.65300,0.0000000,0.1010,-5.634,0.0658,0.4120,106.966
5274I4mUMnYczyeXkGDWZN,141587,7,1,4,0.048400,0.656,0.54200,0.0000000,0.1260,-7.358,0.3230,0.5510,166.111
7B9UAoGiN4iMCv4s40xoiM,247320,6,1,3,0.005170,0.374,0.74200,0.0000000,0.1100,-3.360,0.0432,0.2100,139.953
6RSNKGdv3nDTHqgw4bdzyF,216960,11,1,4,0.119000,0.555,0.72200,0.0000000,0.0861,-6.005,0.0340,0.5590,134.058
2mfahQ0EaaZWq4cFNg6A1o,224627,5,1,4,0.140000,0.634,0.66800,0.0000000,0.2160,-5.488,0.0291,0.6350,80.989
2fQrGHiQOvpL9UgPvtYy6G,220307,8,0,4,0.015100,0.884,0.34600,0.0000070,0.0871,-8.228,0.3510,0.3760,75.016
5slddJ629YcePvqD6Uyk8r,219600,10,1,4,0.476000,0.557,0.57100,0.0011400,0.1010,-8.106,0.0281,0.3920,80.981
2EjXfH91m7f8HiJN1yQg97,126267,8,1,4,0.614000,0.589,0.47200,0.0000000,0.5050,-8.749,0.0502,0.8980,67.196
3VamXAvVMczcS2PTYtPfBQ,195053,4,1,4,0.750000,0.629,0.46400,0.0000000,0.0853,-8.720,0.0334,0.5230,156.051
6Poyf51k7W3NKnsGwAI90B,279867,8,0,4,0.313000,0.855,0.78700,0.0000000,0.1940,-4.134,0.3340,0.7020,88.003
0KKkJNfGyhkQ5aFogxQAPU,206693,1,1,4,0.013000,0.853,0.56000,0.0000000,0.0944,-4.961,0.0406,0.8600,134.066
2VX37A1p7tkvrH2UJwAU0T,208733,10,1,4,0.071600,0.711,0.79600,0.0045000,0.2620,-5.870,0.0341,0.9010,109.991
2yLa0QULdQr0qAIvVwN6B5,208187,2,1,4,0.052700,0.613,0.76400,0.0000000,0.1970,-6.509,0.1360,0.4170,160.015
5ZpjODX6OH1xZs3AOewTO6,293947,1,1,4,0.035400,0.745,0.57900,0.0118000,0.2460,-5.771,0.1380,0.6450,97.002
3aW0ds4A4tSQDIp75FqWTo,242334,2,0,4,0.002670,0.557,0.71900,0.0000000,0.3060,-4.515,0.0372,0.3440,77.501
3fpVWegR6YOS1Yk5HSMYIq,221787,0,1,4,0.037900,0.610,0.55400,0.0000384,0.1660,-5.501,0.1370,0.2440,159.850
3T6MAweakkNrMYs8jZIWtg,207187,1,1,4,0.196000,0.582,0.56800,0.0000000,0.0841,-6.051,0.0297,0.6400,76.025
0Fpen1PTuEnCmOJtUU9Iud,343099,8,0,4,0.036700,0.850,0.78500,0.0000000,0.1550,-4.963,0.3450,0.7180,145.063
2VdT56BGpdqNHUgOe1j5vc,206453,2,1,4,0.186000,0.601,0.59000,0.0000000,0.0942,-5.001,0.0569,0.2740,151.952
2HWelwHQS4EdRqIycZOc3O,309120,6,0,4,0.165000,0.635,0.32400,0.0000042,0.1080,-9.510,0.0769,0.0741,117.863
3A1BaBGT3HgzuDrV9pgX9v,176990,10,0,4,0.224000,0.809,0.84500,0.0000000,0.6380,-5.843,0.3520,0.6700,90.015
4CH66Rxcjcj3VBHwmIBj4T,94246,5,0,4,0.064300,0.780,0.49200,0.0313000,0.1740,-3.400,0.0671,0.3740,143.983
5hslUAKq9I9CG2bAulFkHN,151933,7,1,3,0.766000,0.240,0.59800,0.0000000,0.1170,-8.435,0.0370,0.7760,202.082
6UsoV6X96Rox9mfxoz7SFy,197840,0,1,4,0.496000,0.846,0.71100,0.0000000,0.2470,-7.939,0.0610,0.8830,120.013
4PS1e8f2LvuTFgUs1Cn3ON,192160,1,1,4,0.920000,0.319,0.21000,0.0000806,0.1380,-15.231,0.0341,0.2090,78.696
6Z924AupOiJLdnAKH6UgCu,130973,2,1,4,0.651000,0.757,0.42800,0.0000000,0.0644,-8.537,0.0360,0.8160,119.813
2UciqgwVDwro0fev3MFbxJ,216727,8,1,4,0.115000,0.719,0.49700,0.0000000,0.0898,-7.661,0.6810,0.3450,81.651
0MMSmg7zyo6pOKZrfHUOqu,133547,0,1,4,0.685000,0.665,0.39800,0.0000000,0.1720,-11.886,0.0300,0.8640,140.456
6tZ3b7ik1QDXFAZlXib0YZ,200310,6,0,4,0.482000,0.829,0.52700,0.0000000,0.6310,-6.644,0.3670,0.4730,116.078
3DV49ruvI5Sl6iisPZAc2c,149293,9,1,4,0.036200,0.597,0.72100,0.0000000,0.0832,-6.422,0.0356,0.4370,132.054
1qsHYUd2c1wFGcn7e63QmG,188773,1,0,4,0.150000,0.683,0.77600,0.0000000,0.2270,-3.251,0.3410,0.2230,173.996
6gU9OKjOE7ghfEd55oRO57,272187,8,0,5,0.241000,0.487,0.36600,0.0000000,0.1260,-9.405,0.0531,0.1610,68.191
3dlCF1mzW1UKMOb4b1XN17,188013,6,1,4,0.087500,0.612,0.87800,0.0000000,0.0505,-3.556,0.0452,0.5990,94.014
43zdsphuZLzwA9k4DJhU0I,196077,4,1,4,0.978000,0.367,0.11100,0.0000397,0.0897,-14.084,0.0972,0.1980,82.642
2yQZwi1P8AkkxxFhQ8rMEK,222573,10,1,4,0.401000,0.671,0.61700,0.0000000,0.1190,-8.720,0.0561,0.6200,147.986
6waqLPcT6ruMhmd36OhmFO,178253,1,1,4,0.071500,0.584,0.62100,0.0000017,0.3890,-5.703,0.0443,0.6340,92.003
5KhFaq45chTw8RGfWo8T8J,112667,4,0,4,0.175000,0.764,0.71100,0.0000000,0.1050,-3.818,0.2880,0.7740,90.076
3z8h0TU7ReDPLIbEnYhWZb,354947,0,0,4,0.287000,0.390,0.39700,0.0000000,0.2070,-9.963,0.0513,0.2460,144.031
3nBXOlFTADNvG9nkqy2O2W,179827,5,1,4,0.000837,0.484,0.80400,0.0000093,0.1700,-5.889,0.0912,0.3910,119.838
4hxfqUojJ5u9SyAjiXevmy,236032,1,1,4,0.118000,0.537,0.51800,0.0000000,0.1460,-5.987,0.1880,0.4270,132.527
6CyJlVAEFlNdpggOLanytL,185440,8,1,4,0.065100,0.434,0.83100,0.0000000,0.1190,-4.774,0.0453,0.5960,156.034
3e7Y6sfFlIdBMJhX7wpqVO,188600,1,1,4,0.063500,0.829,0.58900,0.0000000,0.1130,-7.055,0.2020,0.2330,139.971
7m9OqQk4RVRkw9JJdeAw96,119133,0,0,4,0.469000,0.872,0.39100,0.0000041,0.2970,-9.144,0.2420,0.4370,134.021
52ioLaTnO2J7BWY8UN2n9D,214627,2,1,4,0.042200,0.638,0.44100,0.0000133,0.1070,-9.064,0.0347,0.4730,76.078
0tYHqwTW4s6VuPWDSD7n7K,142582,1,1,4,0.175000,0.885,0.64100,0.0000000,0.2340,-4.455,0.3510,0.2010,91.167
5vuMtXS5kQ7F0o9V9rG1dG,208720,10,1,4,0.265000,0.488,0.63700,0.0000000,0.1060,-7.630,0.0401,0.2300,88.865
5Psnhdkyanjpgc2P8A5TSM,302173,1,1,4,0.024900,0.413,0.67700,0.0000000,0.0793,-5.120,0.2550,0.0845,172.501
2jt2WxXMCD4zjACthkJQVE,337941,1,1,4,0.031100,0.939,0.55100,0.0000000,0.1920,-9.126,0.2910,0.4200,118.552
2rbDhOo9Fh61Bbu23T2qCk,210200,0,1,4,0.299000,0.553,0.50200,0.0000000,0.7640,-5.972,0.0409,0.2960,129.976
609qKv3KPAbdtp0LQH2buA,183640,4,1,4,0.171000,0.348,0.87000,0.0000044,0.2020,-5.860,0.1370,0.7630,83.392
58QhkbaAkLFnn7JwAnAato,262494,1,1,4,0.227000,0.830,0.54600,0.0000000,0.1120,-5.716,0.2950,0.5350,182.973
5wujBwqG7INdStqGd4tRMX,169999,10,1,4,0.186000,0.736,0.67000,0.0000000,0.1140,-6.702,0.3110,0.8450,130.032
63TyoT9Ee03rQxv8xmdJ2l,286117,0,1,4,0.217000,0.895,0.83900,0.0000030,0.2390,-4.512,0.2270,0.7560,149.951
2FRnf9qhLbvw8fu4IBXx78,262960,2,1,4,0.189000,0.735,0.47800,0.0000025,0.3550,-12.472,0.0293,0.9470,107.682
2DlIwu1iDTILEMXA7MUotn,250053,7,1,4,0.086800,0.412,0.61900,0.0000026,0.4000,-6.390,0.0725,0.2340,95.977
79Mjfhh393dZdAsTvUFDR6,215724,0,1,4,0.021800,0.541,0.70300,0.0000000,0.0964,-5.573,0.1020,0.2380,94.858
1JbR9RDP3ogVNEWFgNXAjh,211853,9,0,4,0.204000,0.766,0.70900,0.0000141,0.1260,-6.471,0.1230,0.5060,128.070
4H7WNRErSbONkM06blBoGc,204427,5,1,4,0.414000,0.479,0.46800,0.0000000,0.1480,-5.396,0.0274,0.3500,85.913
1dUHF4RyMmMTveJ0Rby6Xm,163974,10,0,4,0.128000,0.761,0.59800,0.0000000,0.0839,-7.249,0.1820,0.4470,173.897
0Qh38w01QRXK6KHIv0e3hb,269600,1,1,4,0.028500,0.489,0.58800,0.0000021,0.0906,-6.177,0.0507,0.1870,113.617
1mJMD1VIQ7jWTP9DK2zmY0,212445,6,1,4,0.143000,0.492,0.68100,0.0000000,0.1990,-7.038,0.0750,0.5110,178.010
4j3GWI86JvSaF0BLdmgcfF,213600,0,1,4,0.012900,0.760,0.57900,0.0035100,0.1060,-7.374,0.0569,0.1250,100.010
4haJoBPbPj9QFKNpp9e8kx,255867,9,0,4,0.005310,0.654,0.83900,0.0000000,0.3080,-5.076,0.4430,0.5490,74.886
6vlxmQGwmlyp07YjkugV6K,244467,4,1,4,0.054700,0.577,0.72700,0.0000000,0.0891,-5.848,0.0319,0.2400,112.041
